segment_id,start_node,finish_node,lengthm,road_type,speed,st_astext
1215,4510939414,308857383,14.5778971170252,trunk,39,"LINESTRING(32.6440541 39.8711747,32.6441788 39.8712643)"
1216,308857383,308856739,55.3497631039425,trunk,61,"LINESTRING(32.6441788 39.8712643,32.6446433 39.8716117)"
1217,308856739,493119317,71.1908927898981,trunk,50,"LINESTRING(32.6446433 39.8716117,32.6452839 39.8720218)"
1218,493119317,308856741,368.918075681074,trunk,59,"LINESTRING(32.6452839 39.8720218,32.6485025 39.8742367)"
1218,308856741,308856743,287.730766246912,trunk,73,"LINESTRING(32.6485025 39.8742367,32.6509783 39.8759933)"
1219,308856743,2342959133,107.516338368613,trunk,64,"LINESTRING(32.6509783 39.8759933,32.6519132 39.8766415)"
1220,2342959133,2342959172,256.47279287372,trunk,64,"LINESTRING(32.6519132 39.8766415,32.6541433 39.8781878)"
1221,2342959172,2382990799,416.071268114948,trunk,59,"LINESTRING(32.6541433 39.8781878,32.6577613 39.8806963)"
1222,2382990799,2342959596,530.328565478682,trunk,58,"LINESTRING(32.6577613 39.8806963,32.6623731 39.8838936)"
1223,2342959596,205005049,273.983436078945,trunk,36,"LINESTRING(32.6623731 39.8838936,32.6647558 39.8855454)"
1224,205005049,308856751,74.9692884616499,trunk,64,"LINESTRING(32.6647558 39.8855454,32.6654101 39.8859954)"
1225,308856751,112102303,30.44392671132,trunk,66,"LINESTRING(32.6654101 39.8859954,32.665669 39.8861838)"
1226,112102303,309701982,46.7584422637127,trunk,57,"LINESTRING(32.665669 39.8861838,32.6660767 39.8864648)"
1227,309701982,2364043042,227.702343406186,trunk,68,"LINESTRING(32.6660767 39.8864648,32.6680488 39.8878445)"
1228,2364043042,4813712986,199.023279899435,trunk,77,"LINESTRING(32.6680488 39.8878445,32.6697976 39.889029)"
1229,4813712986,4813712987,41.8863563653703,trunk,79,"LINESTRING(32.6697976 39.889029,32.6701747 39.8892702)"
1230,4813712987,3548377655,56.0693305641765,trunk,57,"LINESTRING(32.6701747 39.8892702,32.6706581 39.8896118)"
1231,3548377655,2389806711,316.075515361891,trunk,64,"LINESTRING(32.6706581 39.8896118,32.6735614 39.8913775)"
1232,2389806711,2486055361,136.745074113648,trunk,69,"LINESTRING(32.6735614 39.8913775,32.6748266 39.8921325)"
1233,2486055361,2486055378,42.3925682565662,trunk,85,"LINESTRING(32.6748266 39.8921325,32.6752022 39.8923821)"
1234,2486055378,2389806721,63.081485475141,trunk,76,"LINESTRING(32.6752022 39.8923821,32.6757546 39.8927592)"
